time_s,state,altitude_m,zone_score
33.7,ALIGN,0.05,10.3041
33.7333,ALIGN,0.05,10.2526
33.7667,ALIGN,0.05,10.2013
33.8,ALIGN,0.05,10.1503
33.8333,ALIGN,0.05,10.0995
33.8667,ALIGN,0.05,10.049
33.9,ALIGN,0.05,9.9988
33.9333,ALIGN,0.05,9.9488
33.9667,ALIGN,0.05,9.8991
34.0,ALIGN,0.05,9.8496
34.0333,ALIGN,0.05,9.8003
34.0667,ALIGN,0.05,9.7513
34.1,ALIGN,0.05,9.7026
34.1333,ALIGN,0.05,9.654
34.1667,ALIGN,0.05,9.6058
34.2,ALIGN,0.05,9.5577
34.2333,ALIGN,0.05,9.51
34.2667,ALIGN,0.05,9.4624
34.3,ALIGN,0.05,9.4151
34.3333,ALIGN,0.05,9.368
34.3667,ALIGN,0.05,9.3212
34.4,ALIGN,0.05,9.2746
34.4333,ALIGN,0.05,9.2282
34.4667,ALIGN,0.05,9.1821
34.5,ALIGN,0.05,9.1361
34.5333,ALIGN,0.05,9.0905
34.5667,ALIGN,0.05,9.045
34.6,ALIGN,0.05,8.9998
34.6333,ALIGN,0.05,8.9548
34.6667,ALIGN,0.05,8.91
34.7,ALIGN,0.05,8.8655
34.7333,ALIGN,0.05,8.8211
34.7667,ALIGN,0.05,8.777
34.8,ALIGN,0.05,8.7331
34.8333,ALIGN,0.05,8.2715
34.8667,ALIGN,0.05,8.2301
34.9,ALIGN,0.05,8.189
34.9333,ALIGN,0.05,8.148
34.9667,ALIGN,0.05,8.1073
35.0,ALIGN,0.05,8.0667
35.0333,ALIGN,0.05,8.0264
35.0667,ALIGN,0.05,7.9863
35.1,ALIGN,0.05,7.9463
35.1333,ALIGN,0.05,7.9066
35.1667,ALIGN,0.05,7.8671
35.2,ALIGN,0.05,7.8277
35.2333,ALIGN,0.05,7.7886
35.2667,ALIGN,0.05,7.7497
35.3,ALIGN,0.05,7.7109
35.3333,ALIGN,0.05,7.6724
35.3667,ALIGN,0.05,7.634
35.4,ALIGN,0.05,7.5958
35.4333,ALIGN,0.05,7.5578
35.4667,ALIGN,0.05,7.5201
35.5,ALIGN,0.05,7.4825
35.5333,ALIGN,0.05,7.445
35.5667,ALIGN,0.05,7.4078
35.6,ALIGN,0.05,7.3708
35.6333,ALIGN,0.05,7.3339
35.6667,ALIGN,0.05,7.2973
35.7,ALIGN,0.05,7.2608
35.7333,ALIGN,0.05,7.2245
35.7667,ALIGN,0.05,7.1883
35.8,ALIGN,0.05,7.1524
35.8333,ALIGN,0.05,7.1166
35.8667,ALIGN,0.05,7.0811
35.9,ALIGN,0.05,7.0457
35.9333,ALIGN,0.05,7.0104
35.9667,ALIGN,0.05,6.9754
36.0,ALIGN,0.05,6.9405
36.0333,ALIGN,0.05,6.9058
36.0667,ALIGN,0.05,6.8713
36.1,ALIGN,0.05,6.8369
36.1333,ALIGN,0.05,6.8027
36.1667,ALIGN,0.05,6.7687
36.2,ALIGN,0.05,6.7349
36.2333,ALIGN,0.05,6.7012
36.2667,ALIGN,0.05,6.6677
36.3,ALIGN,0.05,6.6343
36.3333,ALIGN,0.05,6.6012
36.3667,ALIGN,0.05,6.5682
36.4,ALIGN,0.05,6.5353
36.4333,ALIGN,0.05,6.5027
36.4667,ALIGN,0.05,6.4701
36.5,ALIGN,0.05,6.4378
36.5333,ALIGN,0.05,6.4056
36.5667,ALIGN,0.05,6.3736
36.6,ALIGN,0.05,6.3417
36.6333,ALIGN,0.05,6.31
36.6667,ALIGN,0.05,6.2784
36.7,ALIGN,0.05,6.2471
36.7333,ALIGN,0.05,6.2158
36.7667,ALIGN,0.05,6.1847
36.8,ALIGN,0.05,6.1538
36.8333,ALIGN,0.05,6.123
36.8667,ALIGN,0.05,6.0924
36.9,ALIGN,0.05,6.062
36.9333,ALIGN,0.05,6.0317
36.9667,DESCEND,0.05,6.0015
37.0,LANDED,0.05,5.9715
